Id,Label,Degree
A5023436031,Alice Callen,99
A5028668031,Jeffrey L. Carlin,99
A5022442253,Erin L. Carlson,99
A5061564317,Srinivasan Chandrasekharan,99
A5091149628,Glenaver Charles-Emerson,99
A5021819630,Steven R. Chesley,99
A5105551504,E. Cheu,99
A5059578918,Hsin‐Fang Chiang,99
A5030036718,J. Chiang,99
A5006678627,Carol Chirino,99
A5018597336,Derek Chow,99
A5076152149,David R. Ciardi,99
A5068715104,Charles F. Claver,99
A5106316067,J. Cohen-Tanugi,99
A5007825493,Joseph J. Cockrum,99
A5075910779,R. Coles,99
A5051565479,Andrew J. Connolly,99
A5111834075,Kem H. Cook,99
A5072280155,Asantha Cooray,99
A5077870084,Kevin R. Covey,99
A5056533137,Chris Cribbs,99
A5100653960,Wei Cui,99
A5022435015,R. M. Cutri,99
A5024803143,Philip N. Daly,99
A5104278173,Scott F. Daniel,99
A5041616465,Felipe Daruich,99
A5052930254,Guillaume Daubard,99
A5000988640,Greg Daues,99
A5070419829,William A. Dawson,99
A5057833853,Francisco Delgado,99
A5107313953,Alfred Dellapenna,99
A5084908793,Robert de Peyster,99
A5021162139,M. de Val-Borro,99
A5070480015,S. W. Digel,99
A5083282249,Peter Doherty,99
A5112813776,R. Dubois,99
A5102840002,Gregory P. Dubois-Felsmann,99
A5009076447,Josef Ďurech,99
A5056028840,Frossie Economou,99
A5065665797,T. F. Eifler,99
A5040331573,Michael Eracleous,99
A5043516293,Benjamin L. Emmons,99
A5104962317,Angelo Fausti Neto,99
A5063744940,Peter C. Verhoef,6
A5037684556,Thijs Broekhuizen,6
A5073502448,Yakov Bart,6
A5042632989,Abhi Bhattacharya,6
A5067513315,John Qi Dong,6
A5075369384,Nicolai Etienne Fabian,6
A5002909072,Michael Haenlein,6
A5021963086,Sourabh Katoch,2
A5053462764,Sumit Singh Chauhan,2
A5113696439,Vijay Kumar,2
A5060966889,PETER M. CHISNALL,0
A5111793964,Xiaoyuan Su,1
A5110432944,Mike Uschold,1
A5067410702,Michael Grüninger,1
A5033363334,Kelly A. Brennan,2
A5108534322,Catherine L. Clark,2
A5015026655,Phillip R. Shaver,2
A5109177049,M Nei,3
A5043599202,Joel T. Dudley,10
A5007823743,Koichiro Tamura,3
A5006951727,Enis Afgan,99
A5074340312,Dannon Baker,97
A5015993889,Bérénice Batut,94
A5012506603,Marius van den Beek,97
A5058980738,Dave Bouvier,97
A5004909274,Martin Čech,97
A5051693563,John Chilton,97
A5019027500,Dave Clements,97
A5030446017,Nate Coraor,97
A5006559585,Björn Grüning,106
A5032668613,Aysam Guerler,97
A5007050739,Jennifer Hillman‐Jackson,97
A5013915440,Saskia Hiltemann,94
A5087600054,Vahid Jalili,94
A5040233488,Helena Rasche,94
A5034974535,Nicola Soranzo,97
A5075101770,Daniel Blankenberg,103
A5054773163,John M. Walker,0
A5064804283,Amy Rutherford,1
A5074313191,Caroline E. Walters,1
A5027394515,Omkarprasad S. Vaidya,1
A5028134175,Sushil Kumar,1
A5079825006,Thomas W. Malone,1
A5007861624,Kevin Crowston,1
A5027588100,Àlex Arenas,7
A5028347915,Albert Dı́az-Guilera,7
A5029297296,Changsong Zhou,4
A5100360194,Qi Zhang,2
A5022914600,Cheng Lü,2
A5038723583,Raouf Boutaba,2
A5007428307,Andreas Kamilaris,1
A5068243518,Francesc X. Prenafeta‐Boldú,1
A5073846396,Larry Hatcher,0
A5029009966,F. Maxwell Harper,1
A5037387341,Joseph A. Konstan,6
A5015779172,Claude Sammut,1
A5058054791,Geoffrey I. Webb,1
A5044420007,Per Nilsén,0
A5023717049,W.D. Penny,4
A5086852785,Karl Friston,4
A5029410349,John Ashburner,4
A5013850547,Stefan J. Kiebel,4
A5030609122,Nichols Thomas,4
A5007990980,Wanda J. Orlikowski,3
A5042207596,Jack J. Baroudi,1
A5070015743,Andre Esteva,9
A5055600161,Alexandre Robicquet,9
A5039641760,Bharath Ramsundar,9
A5021338648,Volodymyr Kuleshov,9
A5055476069,Mark A. DePristo,9
A5070366042,Katherine Chou,39
A5077034022,Claire Cui,9
A5068955381,Greg S. Corrado,41
A5066710774,Sebastian Thrun,9
A5011889606,Jeff Dean,9
A5062482163,Mary J. Goldman,34
A5016664317,Brian Craft,34
A5061466542,Mim Hastie,11
A5057587039,Kristupas Repečka,11
A5067608125,Fran McDade,11
A5053886397,Akhil Kamath,11
A5100606339,Ayan Banerjee,11
A5078764614,Yunhai Luo,11
A5014429383,Dave Rogers,11
A5087046325,Angela N. Brooks,11
A5059839433,Jingchun Zhu,34
A5090849321,David Haussler,34
A5048229410,Norman H. Nie,0
A5068331895,Richard P. Bagozzi,1
A5025102458,Youjae Yi,1
A5102846098,John E. Allison,98
A5111862996,K. Amako,98
A5056196917,J. Apostolakis,98
A5053120153,P. Arce,98
A5101623396,M. Asai,98
A5011622969,Tsukasa Aso,98
A5080096887,E. Bagli,98
A5050509184,A. Bagulya,98
A5115739212,Sw. Banerjee,98
A5005804616,Guy Barrand,98
A5055107495,Belinda R. Beck,98
A5048190390,A. Bogdanov,98
A5079890205,D. Brandt,98
A5015421956,Jeremy M. C. Brown,98
A5106852621,H. Burkhardt,98
A5090423723,Philippe Canal,98
A5064515121,D. Cano‐Ott,98
A5047187911,Stéphane Chauvie,98
A5108106018,K. Cho,98
A5058706916,G.A.P. Cirrone,98
A5070983794,Gene Cooperman,98
A5107426085,M. A. Cortés‐Giraldo,98
A5053210927,G. Cosmo,98
A5086202004,G. Cuttone,98
A5078458268,G. Depaola,98
A5107409089,L. Desorgher,98
A5001928806,X. Dong,98
A5105683372,A. Dotti,98
A5107900789,V. D. Elvira,98
A5075676762,G. Folger,98
A5047709858,Z. Francis,98
A5106550868,A. Galoyan,98
A5068011265,Laurent Garnier,98
A5008363720,Marek Gayer,98
A5106497443,K. Genser,98
A5090050350,V. Grichine,98
A5068840916,Susanna Guatelli,98
A5090446532,P. Guèye,98
A5003526591,P. Gumplinger,98
A5114072579,A. Howard,98
A5071552823,I. Hřivnáčová,98
A5113810073,S. H. Hwang,98
A5070217555,S. Incerti,98
A5003962867,A. Ivanchenko,98
A5011037729,V. Ivanchenko,98
A5002338136,F.W. Jones,98
A5037827967,S. Y. Jun,98
A5071986085,P Kaitaniemi,98
A5018357052,Nicolas A. Karakatsanis,98
A5042203175,M. Karamitros,98
A5108494634,M.H. Kelsey,98
A5048930001,Akira Kimura,98
A5107833041,T. Koi,98
A5064860139,H. Kurashige,98
A5003732374,Anton Lechner,98
A5039970364,S.B. Lee,98
A5100626378,F. Longo,98
A5108421497,M. Maire,98
A5083832806,Davide Mancusi,98
A5035484274,A. Mantero,98
A5105832744,E. Mendoza,98
A5070797735,Benjamin J. Morgan,98
A5002373101,K. Murakami,98
A5041355113,T Nikitina,98
A5076589480,L. Pandola,98
A5024952858,P. Paprocki,98
A5018730722,Joseph Perl,98
A5067312290,Ivan Petrović,98
A5000517206,Maria Grazia Pia,98
A5048995870,Witold Pokorski,98
A5108167140,J. M. Quesada,98
A5066324065,M. Raine,98
A5070786227,M.A. Reis,98
A5105359013,A. Ribon,98
A5101467590,Aleksandra Ristic‐Fira,98
A5034192733,F. Romanò,98
A5011638733,G. Russo,98
A5078790563,G. Santin,98
A5110018707,T. Sasaki,98
A5010542964,D Sawkey,98
A5111332203,B. K. Shin,98
A5107900751,I. I. Strakovsky,98
A5002679125,A. Taborda,98
A5107861692,S. Tanaka,98
A5083047383,B. Tomé,98
A5114376661,T. Toshito,98
A5043951414,H.N. Tran,98
A5017004982,P.R. Truscott,98
A5057748431,László Urbán,98
A5010705932,V. Uzhinsky,98
A5058107357,J.M. Verbeke,98
A5075757994,M. Verderi,98
A5025691886,B. Wendt,98
A5103058731,H. Wenzel,98
A5107861197,D. H. Wright,98
A5051777395,D. Wright,98
A5049728635,Tomohiro Yamashita,98
A5057244690,J. Yarba,98
A5056475101,H. Yoshida,98
A5077137772,Noémie Elgrishi,5
A5003778648,Kelley Rountree,5
A5078358551,Brian D. McCarthy,5
A5077946136,Eric S. Rountree,5
A5003234848,Thomas T. Eisenhart,5
A5086938567,Jillian L. Dempsey,5
A5072233503,Paul Cobb,4
A5075751489,Jere Confrey,4
A5033200742,Andrea A. diSessa,4
A5007351380,Richard Lehrer,4
A5073541262,Leona Schauble,4
A5056269049,Ninareh Mehrabi,4
A5002709735,Fred Morstatter,10
A5091625866,Nripsuta Ani Saxena,4
A5049634383,Kristina Lerman,4
A5101715504,Aram Galstyan,4
A5102883978,J. W. Cook,0
A5108453089,Alan B. Krueger,4
A5006413916,David Schkade,4
A5034259217,Norbert Schwarz,4
A5006070240,Cory Merow,2
A5101851278,Matthew J. Smith,2
A5009427375,John A. Silander,2
A5048131213,Barry J. Maron,8
A5090814913,Jeffrey A. Towbin,8
A5022167195,Gaetano Thiene,8
A5005749391,Charles Antzelevitch,8
A5031012881,Domenico Corrado,8
A5026873580,Donna K. Arnett,8
A5105837079,Arthur J. Moss,8
A5005091829,Christine E. Seidman,8
A5006688566,James B. Young,8
A5101443524,Lei Zhang,2
A5081578599,Ritu Agarwal,2
A5041301136,Jayesh Prasad,1
A5054447725,David. Nachmias,1
A5023390717,Chava Nachmias,1
A5087421071,Gary King,19
A5056371148,Michael Tomz,2
A5020119183,Jason Wittenberg,2
A5057905171,Burger C.J.C.,0
A5013670125,David Lazer,17
A5068414530,Matthew Baum,15
A5081429931,Yochai Roberts Benkler,15
A5063821409,Kelly M. Greenhill,15
A5021346979,Filippo Menczer,18
A5048806623,Miriam J. Metzger,15
A5010924288,Brendan Nyhan,15
A5020533147,Gordon Pennycook,15
A5054707908,David Rothschild,19
A5077227037,Michael Schudson,15
A5088891017,Steven A. Sloman,15
A5052372722,Cass R. Sunstein,15
A5024312485,Emily Thorson,15
A5000679279,Duncan J. Watts,18
A5001819261,Jonathan Zittrain,15
A5024803432,Avrim Blum,19
A5081275482,Pat Langley,1
A5110444284,Ramez Elmasri,1
A5027462416,Shamkant B. Navathe,1
A5101408584,Zewen Li,4
A5100371024,Fan Liu,4
A5101736643,Wenjie Yang,4
A5042472647,Shouheng Peng,4
A5100781212,Jun Zhou,4
A5109108037,Kenneth P. Burnham,2
A5104046751,David R. Anderson,1
A5085796184,Ilseung Cho,1
A5033749053,Martin J. Blaser,100
A5014475362,Marcela Tavares de Souza,2
A5018170179,Michelly Dias da Silva,2
A5079348906,Rachel de Carvalho,2
A5076954228,Miriam Leah Zelditch,3
A5039587964,Donald L. Swiderski,3
A5111371287,H. David Sheets,3
A5071191876,William L. Fink,3
A5002798141,Dustin Tingley,11
A5027392119,Teppei Yamamoto,4
A5031995899,K. Hirose,4
A5000727957,Luke Keele,4
A5015451961,Kosuke Imai,4
A5054185114,John Towns,12
A5004379411,T.M. Cockerill,12
A5025068350,Maytal Dahan,12
A5032231503,Ian Foster,16
A5007123290,Kelly Gaither,12
A5111961414,Andrew Grimshaw,12
A5010288802,Victor Hazlewood,12
A5073101607,Scott Lathrop,12
A5113485909,Dave Lifka,12
A5042818169,Gregory D. Peterson,12
A5055766373,Ralph Roskies,12
A5102774551,James R. Scott,12
A5072093566,Nancy Wilkins‐Diehr,12
A5103141928,Jeremy Jones,1
A5111430323,Duncan Hunter,1
A5009398196,Eric Douglass,99
A5087499135,Benjamin M. Good,99
A5065736299,Deepak Unni,99
A5031007073,Nomi L. Harris,146
A5113926449,Siddartha Basu,99
A5091135427,Robert J. Dodson,99
A5013216406,Eric C Hartline,99
A5038484827,Petra Fey,146
A5016853551,Paul D. Thomas,191
A5035935377,Laurent‐Philippe Albou,99
A5060371105,Dustin Ebert,146
A5059606429,Michael J Kesling,99
A5060575386,Huaiyu Mi,191
A5005316199,Anushya Muruganujan,99
A5016317528,Xiaosong Huang,99
A5020250178,Tremayne Mushayahama,146
A5016671030,Sandra LaBonte,99
A5008023525,Deborah A. Siegele,146
A5029311602,Giulia Antonazzo,146
A5017396992,Helen Attrill,146
A5084203406,Nicholas H. Brown,99
A5009971792,Phani Garapati,99
A5005252212,Steven J Marygold,146
A5036494390,Vítor Trovisco,99
A5088757399,Gil dos Santos,146
A5054268478,Kathleen Falls,99
A5078040818,Christopher J Tabone,146
A5035373910,Pinglei Zhou,146
A5019015579,Joshua L. Goodman,99
A5035558832,Victor Strelets,146
A5081959097,Jim Thurmond,146
A5030571533,M. Rodríguez-López,99
A5057772947,Márcio Luís Acencio,99
A5077915624,Martin Kuiper,99
A5084054353,Astrid Lægreid,99
A5059941956,Colin Logie,146
A5007344080,Ruth C. Lovering,146
A5088055417,Barbara Kramarz,99
A5017186263,Shirin C C Saverimuttu,146
A5072672042,Sandra De Miranda Pinheiro,99
A5101097787,Heather Gunn,99
A5000459942,Renzhi Su,146
A5023639313,Kate E. Thurlow,146
A5073336838,Marcus C. Chibucos,99
A5043784429,Michelle Giglio,245
A5004988948,Suvarna Nadendla,146
A5039491087,James B. Munro,99
A5072483501,Rebecca Jackson,99
A5075780647,Margaret Duesbury,99
A5069353821,Noemí del‐Toro,99
A5060701006,Birgit Meldal,99
A5108731966,Kalpana Paneerselvam,99
A5050128493,Livia Perfetto,99
A5051653715,Pablo Porras,99
A5004722174,Anjali Shrivastava,99
A5038110477,Hsin-Yu Chang,99
A5104045098,ROBERT FINN,144
A5083616654,Alex Mitchell,144
A5051168121,Neil D. Rawlings,99
A5114376389,Lorna Richardson,99
A5082398895,Amaia Sangrador‐Vegas,144
A5112397078,Li Ni,146
A5090651928,Dmitry Sitnikov,146
A5075883279,Stephen G. Oliver,105
A5034311504,Kim Rutherford,146
A5108274890,Jaqueline Hayles,99
A5039431331,Jürg Bähler,99
A5021186786,Elizabeth R. Bolton,99
A5110730529,Jeffery L De Pons,99
A5089133523,Melinda R. Dwinell,146
A5021887904,G. Thomas Hayman,146
A5001744349,Mary L. Kaldunski,146
A5080101531,Anne E. Kwitek,146
A5037400577,Stanley J. F. Laulederkind,146
A5088142794,Cody Plasterer,99
A5079175294,Marek Tutaj,146
A5018744053,Mahima Vedi,146
A5059427869,Shur‐Jen Wang,146
A5074201106,Peter D’Eustachio,146
A5003520248,Lisa Matthews,99
A5021056529,James P. Balhoff,146
A5076844496,Suzi Aleksander,148
A5061653080,Michael J. Alexander,99
A5060392243,Felix Gondwe,99
A5085177348,Kalpana Karra,146
A5009344051,Chao‐Gan Yan,3
A5100781424,Xindi Wang,3
A5032668331,Xi‐Nian Zuo,3
A5019506326,Yu‐Feng Zang,3
A5001381023,Giulio Tononi,2
A5111593893,Rolf Kötter,2
A5005273634,Sander Greenland,9
A5079863455,James M. Robins,2
A5018885489,Thaddeus D. Ladd,5
A5021567937,Fedor Jelezko,5
A5078255491,Raymond Laflamme,5
A5021940005,Yasunobu Nakamura,5
A5005759724,C. Monroe,5
A5037335973,Jeremy L. O’Brien,5
A5077021781,Alexander Osterwalder,2
A5028341521,Yves Pigneur,2
A5044607993,Christopher L. Tucci,3
A5057868790,Peter J. Diggle,3
A5048846220,Patrick J. Heagerty,3
A5113580399,Kung‐Yee Liang,3
A5000968299,Scott L. Zeger,3
A5042034521,Elizabeth H. Bradley,2
A5110193354,Kelly J. Devers,2
A5056716947,David Taubman,0
A5006758334,Marcus R. Munafò,18
A5081641856,Brian A. Nosek,12
A5010940647,Dorothy Bishop,9
A5057405954,Katherine S. Button,9
A5036201193,Chris Chambers,9
A5087150383,Uri Simonsohn,9
A5063079579,Eric‐Jan Wagenmakers,14
A5009078367,Jennifer J. Ware,9
A5070446713,John P. A. Ioannidis,29
A5022368086,Ginestra Bianconi,9
A5039528370,Regino Criado,8
A5045388427,Charo I. del Genio,8
A5084972098,Jesús Gómez‐Gardeñes,8
A5048911705,Miguel Romance,8
A5006373210,I. Sendiña–Nadal,8
A5001521372,Z. Wang,8
A5031146559,Massimiliano Zanin,8
A5020118397,Sean R. Eddy,3
A5083542637,Anders Krogh,3
A5076702701,Graeme Mitchison,3
A5026347867,R. L. Carter,0
A5108542568,David Lazer,14
A5007176508,Alex Pentland,16
A5047847314,Lada A. Adamic,18
A5017393131,Sinan Aral,16
A5062349673,Devon D. Brewer,14
A5010495671,Nicholas A. Christakis,18
A5075283583,Noshir Contractor,15
A5082330712,James H. Fowler,14
A5031380881,Myron P. Gutmann,14
A5068077704,Tony Jebara,14
A5017534073,Michael W. Macy,15
A5004281470,Deb Roy,14
A5086112254,Marshall Van Alstyne,14
A5049311205,Waseem Rawat,1
A5100614110,Zenghui Wang,1
A5037617317,Jason Seawright,1
A5082717327,John Gerring,1
A5039879273,Fabien Arnaud,15
A5061845792,Cécile Pignol,15
A5062991688,Pierre Stéphan,15
A5062701326,Anne‐Lise Develle,15
A5113800420,Philippe Sabatier,15
A5082214255,Olivier Evrard,15
A5018015098,Brice Mourier,15
A5016427432,Maxime Debret,15
A5053080434,Cécile Grobois,15
A5026601956,Laurent Millet,15
A5084254801,Damien Rius,15
A5012961923,Dominique Marguerie,15
A5013130886,Mathias Rouan,15
A5103784607,Elodie Godinho,15
A5032808647,Bruno Galabertier,15
A5108152988,Arnaud Caillo,15
A5078651528,Winter Mason,1
A5051257652,Siddharth Suri,1
A5103568536,Chee-Yee Chong,1
A5044830269,Sanjeev Kumar,1
A5033303691,K. Anders Ericsson,3
A5002594323,Neil Charness,3
A5004105564,Paul J. Feltovich,3
A5103000195,Robert R. Hoffman,3
A5032205015,Vito Albino,2
A5001589923,Umberto Berardi,2
A5069633503,Rosa Maria Dangelico,2
A5110216426,J. N. S. Matthews,3
A5110891338,D G Altman,3
A5015440553,Michael J. Campbell,3
A5031598048,Florian Rohart,3
A5053806374,Benoît Gautier,3
A5059355777,Amrit Singh,3
A5091163780,Kim‐Anh Lê Cao,3
A5067133778,Jens Lehmann,10
A5033765447,Robert Isele,10
A5009956728,Max Jakob,10
A5075013363,Anja Jentzsch,10
A5070186420,Dimitris Kontokostas,10
A5012347190,Pablo N. Mendes,10
A5102019010,Sebastian Hellmann,10
A5102425079,Mohamed Morsey,10
A5035961675,Patrick van Kleef,10
A5071765665,Sören Auer,10
A5042597057,Róbert Langer,1
A5003502962,David A. Tirrell,1
A5083710366,Alan Mislove,4
A5025010397,Massimiliano Marcon,4
A5067688305,Krishna P. Gummadi,7
A5035918501,Peter Druschel,4
A5019096316,Bobby Bhattacharjee,4
A5105529236,Wei Ren,2
A5077106540,Randal W. Beard,3
A5000130413,Ella Atkins,3
A5001836904,James Hadfield,8
A5048962655,Colin Megill,8
A5053799812,Sidney M. Bell,8
A5067176243,John Huddleston,8
A5065183765,Barney Potter,8
A5048981917,Charlton Callender,8
A5075205210,Pavel Sagulenko,8
A5025387674,Trevor Bedford,8
A5037559147,Richard A. Neher,8
A5110427763,P. H. A. Sneath,1
A5059778658,Detlof von Winterfeldt,1
A5067006386,Ward Edwards,1
A5079186295,Cristian S. Calude,2
A5026864542,Hermann Maurer,2
A5113495698,Arto Salomaa,2
A5087366961,R. Harald Baayen,0
A5109437770,David W. Hosmer,2
A5109125505,Stanley Lemeshow,2
A5065342208,Susanne May,2
A5106823925,Jim Gray,1
A5001698068,Andreas Reuter,1
A5027883489,Teague Sterling,1
A5054045417,John J. Irwin,1
A5022942500,Ritendra Datta,3
A5103960169,Dhiraj Joshi,3
A5103240065,Jia Li,3
A5100687159,James Z. Wang,3
A5062896251,Dan Gusfield,0
A5009541432,Chrysanthos Dellarocas,2
A5057166759,Ahmed Hosny,4
A5049138051,Chintan Parmar,4
A5058825770,Lawrence H. Schwartz,4
A5001452511,Hugo J.W.L. Aerts,5
A5109224996,Jeffrey Hightower,1
A5021329402,G. Borriello,1
A5075901785,Paul Covington,2
A5079396835,Jay Adams,2
A5032905218,Emre Sargin,2
A5017062268,Richard Frankham,3
A5111530493,Jonathan D. Ballou,3
A5105788909,David A. Briscoe,3
A5070852396,Karina H. McInnes,3
A5046277371,Robert S. Fisher,11
A5000013257,J. Helen Cross,11
A5038885649,Jacqueline A. French,11
A5054303004,Norimichi Higurashi,11
A5088572719,Édouard Hirsch,11
A5003603164,Floor E. Jansen,11
A5084704668,Lieven Lagae,11
A5074490267,Solomon L. Moshé,11
A5027609885,Jukka Peltola,11
A5076872359,Eliane Roulet Perez,11
A5041159807,Ingrid E. Scheffer,11
A5045272621,Sameer M. Zuberi,11
A5007415260,Karen Schuchardt,7
A5109039600,Brett Didier,10
A5048950263,Todd Elsethagen,7
A5088814984,Lisong Sun,7
A5043714956,Vidhya Gurumoorthi,7
A5053310853,Jared Chase,7
A5075444455,Jun Z. Li,7
A5081731526,Theresa L. Windus,10
A5108478111,R. M. C. Dawson,0
A5101982411,Jianfang Liu,98
A5023070015,Tara M. Lichtenberg,98
A5002773659,Katherine A. Hoadley,98
A5075209009,Laila Poisson,98
A5050445982,Alexander J. Lazar,98
A5030622261,Andrew D. Cherniack,98
A5018913181,Albert J. Kovatich,98
A5013069844,Christopher C. Benz,98
A5036444245,Douglas A. Levine,98
A5041977512,Adrian V. Lee,98
A5038454932,Larsson Omberg,181
A5005988887,Denise M. Wolf,98
A5014595154,Craig D. Shriver,98
A5036907799,Vésteinn Thórsson,100
A5101592769,Hai Hu,98
A5056810241,Rory Johnson,98
A5040106086,John A. Demchok,98
A5015805694,Ina Felau,98
A5071551154,Melpomeni Kasapi,98
A5049787915,Martin L. Ferguson,98
A5043367098,Carolyn M. Hutter,98
A5022451638,Heidi J. Sofia,98
A5030595919,Roy Tarnuzzer,98
A5051182441,Linghua Wang,98
A5100662128,Liming Yang,98
A5005690569,Jean C. Zenklusen,98
A5005958422,Jiashan Zhang,98
A5046153384,Sudha Chudamani,98
A5046941513,Jia Liu,98
A5062732493,Laxmi Lolla,98
A5024845968,Rashi Naresh,98
A5070845086,Todd Pihl,98
A5101708439,Qiang Sun,98
A5104110919,Yunhu Wan,98
A5024190310,Ye Wu,98
A5014908889,Juok Cho,98
A5016906086,Timothy Defreitas,98
A5051239846,Scott Frazer,98
A5066335313,Nils Gehlenborg,114
A5064226037,David I. Heiman,98
A5079809176,Jaegil Kim,98
A5070808897,Michael S. Lawrence,98
A5112503849,Pei Lin,98
A5077701232,Thomas J. Giordano,98
A5076052555,Michael S. Noble,98
A5054785454,Gordon Saksena,98
A5039440930,Doug Voet,98
A5103802501,Hailei Zhang,98
A5080158021,Brady Bernard,98
A5036281932,Nyasha Chambwe,98
A5000317767,Varsha Dhankani,98
A5085788761,Theo Knijnenburg,98
A5072967889,Roger Kramer,98
A5062464052,Kalle Leinonen,98
A5055112441,Yuexin Liu,98
A5000702443,Michael B. Miller,98
A5112869578,Sheila M. Reynolds,98
A5061460061,Ilya Shmulevich,98
A5100705558,Wei Zhang,98
A5056924090,Rehan Akbani,98
A5012234751,Bradley M. Broom,98
A5032296753,Apurva M. Hegde,98
A5100620205,Zhenlin Ju,98
A5033263541,Rupa S. Kanchi,98
A5014580278,Anil Korkut,98
A5100362117,Jun Li,98
A5053104107,Han Liang,98
A5110553177,Shiyun Ling,98
A5100373267,Wenbin Liu,98
A5020581776,Yiling Lu,98
A5005221518,Gordon B. Mills,181
A5027163524,Kwok-Shing Ng,98
A5082923675,Arvind Rao,98
A5113701124,Michael Ryan,98
A5100378658,Jing Wang,98
A5026079862,John N. Weinstein,98
A5062057879,Jiexin Zhang,98
A5113839179,Adam Abeshouse,98
A5021762206,Joshua Armenia,98
A5000774517,Debyani Chakravarty,181
A5021327150,Walid K. Chatila,98
A5078038241,Ino de Bruijn,98
A5063271602,Galen F. Gao,98
A5057187475,Benjamin E. Gross,98
A5045112642,Zachary Heins,181
A5001208934,Ritika Kundra,181
A5060979215,Konnor La,98
A5046345178,Marc Ladanyi,181
A5026945351,Augustin Luna,98
A5091622032,Moriah G. Nissan,98
A5075124414,Angelica Ochoa,98
A5070753738,Sarah Phillips,98
A5081768872,Ed Reznik,98
A5025867816,Francisco Sanchez‐Vega,98
A5014251539,Robert E. Sheridan,98
A5011328876,S. Onur Sumer,98
A5100366093,Dong Zhang,6
A5072831523,Fangluan Gao,6
A5048575065,Ivan Jakovlić,6
A5113756416,Hong Zou,6
A5100405991,Jin Zhang,6
A5111990020,Wen X. Li,6
A5007638423,Gui T. Wang,6
A5067035274,Daniel Salber,2
A5080742264,Gretchen Rossman,1
A5020994621,Sharon F. Rallis,1
A5098584720,James Sneyd,4
A5030550750,Guy Theraula,4
A5033834301,EricVE Bonabeau,4
A5014436931,Jean‐Louis Deneubourg,4
A5073601289,Nigel R. Franks,4
A5109518294,Donald R. Cooper,1
A5087265987,Pamela S. Schindler,1
A5028919793,Gareth James,3
A5031682567,Daniela Witten,3
A5080059506,Наоми Орескес,2
A5071759935,Kristin Shrader‐Frechette,2
A5033970817,Kenneth Belitz,2
A5061810530,Meeyoung Cha,3
A5043326652,Hamed Haddadi,5
A5085054435,Fabrí­cio Benevenuto,3
A5003160157,Bob Rosenfeld,1
A5067008250,Wayne W. Daniel,1
A5068658615,Jesús Bobadilla,3
A5044589432,Fernando Ortega,3
A5114374506,Antonio Hernando,3
A5078351449,Abraham Gutiérrez,3
A5087315606,Maksim Kitsak,6
A5019803252,Lazaros K. Gallos,6
A5090303125,Shlomo Havlin,8
A5025801291,Fredrik Liljeros,6
A5062925938,Lev Muchnik,8
A5062969234,Hernán A. Makse,6
A5105422045,Prithviraj Sen,5
A5016455363,Galileo Namata,5
A5038378351,Mustafa Bilgic,5
A5086169451,Lise Getoor,5
A5055448715,Brian Gallagher,5
A5080731595,Tina Eliassi‐Rad,5
A5021355335,Klaus G. Witz,3
A5108629813,Dennis E. Hinkle,3
A5081077130,William Wiersma,3
A5041288280,Stephen G. Jurs,3
A5019479654,Andrew Briggs,2
A5064431176,Karl Claxton,2
A5060049178,Mark Sculpher,2
A5004754999,Melissa Azur,3
A5038707648,Constantine Frangakis,3
A5076213326,Philip J. Leaf,3
A5040419891,Geoff Cumming,0
A5096790864,Neil J.Salkind,0
A5077129732,John A. Richards,0
A5027106260,An Gie Yong,1
A5111557391,Sean Pearce,1
A5017000481,Ziad Obermeyer,1
A5012567636,Ezekiel Emanuel,1
A5002234829,J. B. Austin,0
A5021197130,David Liben‐Nowell,4
A5055710645,Jon Kleinberg,10
A5004066994,Martin A. Makary,1
A5070939744,Michael Daniel,1
A5022388476,Alvin Rajkomar,33
A5043872671,Jay B. Dean,2
A5088509061,Isaac S. Kohane,4
A5071394068,Kai Petersen,5
A5063787358,Robert Feldt,3
A5030017573,Shahid Mujtaba,3
A5086360885,Michael Mattsson,3
A5032653144,Walaa Medhat,2
A5057744937,Ahmed H. Yousef,2
A5027814033,Hoda Korashy,2
A5087157936,Zdzisław Pawlak,1
A5078559681,Gonçalo R. Abecasis,6
A5073764742,Julian Little,6
A5001552586,Joel N. Hirschhorn,6
A5067226620,Muki Haklay,1
A5051875719,Patrick Weber,1
A5084393724,Jacob Fox,6
A5021351903,Elizabeth Black,6
A5079215330,I Chronakis,6
A5032763326,Richard S. Dunlop,6
A5030421363,Patkar,6
A5020857728,Mike South,6
A5044424276,Ruth Thomson,6
A5018910159,Thomas H. Davenport,4
A5019692219,Ravi Kalakota,1
A5087141558,Zoë Slote Morris,2
A5069415388,Steven Wooding,2
A5060103038,Jonathan Grant,2
A5108505096,Naresh K. Malhotra,2
A5056387177,Sung S. Kim,2
A5022193766,James Agarwal,2
A5100643265,C. L. Philip Chen,1
A5100602553,Chun‐yang Zhang,1
A5049896888,Susan Budavari,0
A5064931337,Eytan Adar,1
A5015423251,James C. Hayton,2
A5059374621,David G. Allen,2
A5052301874,Vida Scarpello,2
A5043128128,Angela Dean,2
A5108631639,Daniel Voss,2
A5038168966,Danel Draguljić,2
A5050004769,Volker Grimm,33
A5077453382,Uta Berger,33
A5088839571,Finn Bastiansen,27
A5088111751,Sigrunn Eliassen,27
A5013671929,Vincent Ginot,27
A5014517339,Jarl Giske,28
