Id,Louvain,Leiden,FastGreedy,Degree,Betweenness,Closeness,Eigenvector,Name
Clemens Meyer,152,20,20,0.006622516556291391,0.0010353857464715202,0.06288840971545218,0.00040267341217515017,
Agata Laydon,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Sameer Velankar,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Gerard J. Kleywegt,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
K Taki,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Alexander Pritzel,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Michael Figurnov,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Olaf Ronneberger,152,20,20,0.006622516556291391,0.0010353857464715202,0.06288840971545218,0.00040267341217515017,
Russ Bates,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Simon Köhl,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Anna Potapenko,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Andrew J. Ballard,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Bernardino Romera‐Paredes,152,20,20,0.006622516556291391,0.0010353857464715202,0.06288840971545218,0.00040267341217515017,
Stanislav Nikolov,152,20,20,0.006622516556291391,0.0010353857464715202,0.06288840971545218,0.00040267341217515017,
Rishub Jain,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Ellen Clancy,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
David Reiman,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Stig Petersen,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Andrew Senior,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Koray Kavukcuoglu,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Pushmeet Kohli,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
John Jumper,152,20,20,0.0034741070459233525,0.0,0.06242832800966305,0.00039749221087529677,
Demis Hassabis,152,20,20,0.006622516556291391,0.0010353857464715202,0.06288840971545218,0.00040267341217515017,
Sarah Hunter,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
P. Jones,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
Alex Mitchell,16,16,13,0.015633481706655086,0.00020171072307654132,0.07031612774113592,0.07042158328767242,
Teresa K. Attwood,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
Thomas Bernard,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
David Binns,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
Peer Bork,16,16,13,0.006079687330365867,0.00016674736679554334,0.06517977846276672,0.007584988038042148,
Sarah Burge,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
P. Coggill,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
M. Corbett,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
Ujjwal Das,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
Louise C. Daugherty,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
L. Duquenne,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358486,
ROBERT FINN,16,16,13,0.015633481706655086,0.00020171072307654132,0.07031612774113592,0.07042158328767242,
Matthew Fraser,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Julian Gough,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Daniel H. Haft,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Nicolas Hulo,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Daniel Kahn,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Elizabeth A. Kelly,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Ivica Letunić,16,16,13,0.005428292259255238,3.0260380543014446e-05,0.0651454612750889,0.007009547085049398,
D. Lonsdale,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Rodrigo López,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
M. Madera,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
J. Maslen,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
C. McAnulla,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
J. McDowall,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
C. McMenamin,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Huaiyu Mi,16,16,13,0.02073607643035501,0.00026481924782975586,0.07067088783349958,0.09671429999106249,
Prudence Mutowo,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Nicola Mulder,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Darren A. Natale,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Christine Orengo,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Sebastien Pesseat,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Marco Punta,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
A. F. Quinn,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Amaia Sangrador‐Vegas,16,16,13,0.015633481706655086,0.00020171072307654132,0.07031612774113592,0.07042158328767242,
Maxim Scheremetjew,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
John Tate,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
M. Thimmajanarthanan,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Paul D. Thomas,16,16,13,0.02073607643035501,0.00026481924782975586,0.07067088783349958,0.09671429999106249,
Cathy Wu,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
C. Yeats,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Siew-Yit Yong,16,16,13,0.0053197264140701335,0.0,0.0651397452567266,0.007008553118358485,
Seth Carbon,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.0930317778196967,
Eric Douglass,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Benjamin M. Good,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Deepak Unni,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Nomi L. Harris,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.0930317778196967,
Siddartha Basu,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Rex L. Chisholm,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
Robert J. Dodson,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Eric C Hartline,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Petra Fey,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Laurent‐Philippe Albou,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Dustin Ebert,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Michael J Kesling,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Anushya Muruganujan,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Xiaosong Huang,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Tremayne Mushayahama,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Sandra LaBonte,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Deborah A. Siegele,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Giulia Antonazzo,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Helen Attrill,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Nicholas H. Brown,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Phani Garapati,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Steven J Marygold,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Vítor Trovisco,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Gil dos Santos,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Kathleen Falls,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Christopher J Tabone,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Pinglei Zhou,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Joshua L. Goodman,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Victor Strelets,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Jim Thurmond,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
M. Rodríguez-López,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Márcio Luís Acencio,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Martin Kuiper,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Astrid Lægreid,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Colin Logie,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Ruth C. Lovering,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Barbara Kramarz,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Shirin C C Saverimuttu,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Sandra De Miranda Pinheiro,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Heather Gunn,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Renzhi Su,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Kate E. Thurlow,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Marcus C. Chibucos,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Suvarna Nadendla,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
James B. Munro,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Rebecca Jackson,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Margaret Duesbury,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Noemí del‐Toro,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Birgit Meldal,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Kalpana Paneerselvam,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Livia Perfetto,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Pablo Porras,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Anjali Shrivastava,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Hsin-Yu Chang,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Neil D. Rawlings,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Lorna Richardson,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Judith A. Blake,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
Karen Christie,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
M. Eileen Dolan,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
Harold Drabkin,16,16,13,0.02073607643035501,0.00010692481914458881,0.0702894978877971,0.10057366385182798,
David P. Hill,16,16,13,0.02073607643035501,0.00010692481914458881,0.0702894978877971,0.10057366385182798,
Li Ni,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Dmitry Sitnikov,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Midori A. Harris,16,16,13,0.0159591792422104,7.301582749783335e-05,0.07001109738692125,0.07657645248321023,
Stephen G. Oliver,16,16,13,0.011399413744436,0.00017592933886687227,0.06536341580303866,0.06682760764729676,
Kim Rutherford,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Valerie Wood,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
Jaqueline Hayles,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Jürg Bähler,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Elizabeth R. Bolton,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Jeffery L De Pons,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Melinda R. Dwinell,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
G. Thomas Hayman,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Mary L. Kaldunski,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Anne E. Kwitek,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Stanley J. F. Laulederkind,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Cody Plasterer,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
Marek Tutaj,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Mahima Vedi,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Shur‐Jen Wang,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Peter D’Eustachio,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Lisa Matthews,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
James P. Balhoff,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Suzi Aleksander,16,16,13,0.016067745087395505,1.4329611526719298e-06,0.06562921470039895,0.09380270890579923,
Michael J. Alexander,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630662,
J. Michael Cherry,16,16,13,0.02073607643035501,0.00010692481914458881,0.0702894978877971,0.10057366385182798,
Stacia R. Engel,16,16,13,0.0205189447399848,0.00010692481914458881,0.0702894978877971,0.0997470831276006,
Felix Gondwe,16,16,13,0.010748018673325373,0.0,0.06532315676998794,0.06673906111630663,
Kalpana Karra,16,16,13,0.015850613397025294,1.4329611526719298e-06,0.06562921470039895,0.09303177781969671,
Raymond Lee,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Sierra Moxon,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Anushya Muruganugan,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Paul W. Sternberg,16,16,13,0.014982086635544458,5.836005366341041e-05,0.06991878665388143,0.0710166189296131,
Kimberly Van Auken,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Jolene Ramsey,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Maria Cristina Aspromonte,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
María Victoria Nugnes,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Federica Quaglia,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Silvio C. E. Tosatto,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Saadullah H. Ahmed,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Praoparn Asanitthong,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Diana Luna Buitrago,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Meltem N Erdol,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Matthew Gage,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Mohamed Ali Kadhum,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Kan Yan Chloe Li,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Miao Long,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Aleksandra Michalak,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Angeline Pesala,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Armalya Pritazahra,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Snezhana Oliferenko,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Lori E Corbani,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Cynthia L. Smith,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Alayne Cuzick,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
James Seager,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Laurel Cooper,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Justin Elser,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Pankaj Jaiswal,16,16,13,0.015199218325914667,5.836005366341041e-05,0.06991878665388143,0.07160511779676172,
Parul Gupta,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Sushma Naithani,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Manuel Lera-Ramírez,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Jeffrey L De Pons,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Stuart R. Miyasato,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Robert S Nash,16,16,13,0.014982086635544458,5.836005366341041e-05,0.06991878665388143,0.0710166189296131,
Marek S. Skrzypek,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Shuai Weng,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Edith D. Wong,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Erika Bakker,16,16,13,0.010205189447399848,0.0,0.06530017386673524,0.0636719571556594,
Tanya Berardini,16,16,13,0.015633481706655086,0.0004274132003577938,0.06995831857245693,0.07104690626329896,
J Clark,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Jane Lomax,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Rebecca E. Foulger,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
S. Lewis,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Brad Marshall,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
J Richter,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Gerald M. Rubin,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Carol J. Bult,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Janan T. Eppig,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
L. Ni,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Martin Ringwald,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Rama Balakrishnan,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Maria C. Costanzo,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Selina S. Dwight,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
D. G. Fisk,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Jodi Hirschman,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Eurie L. Hong,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Anand Sethuraman,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Chandra L. Theesfeld,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
David Botstein,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Kara Dolinski,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Becket Feierbach,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Suparna Mundodi,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Soo‐Yon Rhee,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Evelyn Camon,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Emily Dimmer,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Vivian Lee,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Warren A. Kibbe,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Ranjana Kishore,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Erich M. Schwarz,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Marta Gwinn,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Linda I. Hannick,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Matthew Berriman,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Norie De La Cruz,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Peter J. Tonellato,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Trent E. Seigfried,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
Ryen W. White,16,16,13,0.006296819020736076,0.0,0.06939593164057889,0.018686482107437747,
R. J. Kinsella,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
Syed Haider,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
Jorge Zamora,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
Glenn Proctor,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
J. P. Almeida,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
D. Staines,15,3,3,0.0071653457822169146,3.0032407880824293e-05,0.06446102949473934,0.0006214800873136193,
Paul Derwent,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
Paul Kersey,15,3,3,0.0011942242970361524,0.0,0.05946793308962777,0.00028085605702127085,
danah boyd,153,152,150,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Kate Crawford,153,152,150,0.00010856584518510477,0.0,0.00010856584518510477,5.319154476550209e-84,
Gary F. Moore,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Suzanne Audrey,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Mary Barker,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Lyndal Bond,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Chris Bonell,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Wendy Hardeman,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Laurence Moore,154,153,151,0.002388448594072305,2.2043228066899665e-06,0.00253621877224092,3.9759689090496566e-44,
Alicia O’Cathain,154,153,151,0.0013027901422212572,1.273084829532173e-06,0.001790272074523002,1.4375606999116166e-44,
Tannaze Tinati,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Daniel Wight,154,153,151,0.0010856584518510477,0.0,0.0017227146377485493,1.42193927665544e-44,
Janis Baird,154,153,151,0.002388448594072305,2.2043228066899665e-06,0.00253621877224092,3.975968909049656e-44,
Kathryn Skivington,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Lynsay Matthews,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Sharon Simpson,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Peter Craig,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Jane Blazeby,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Kathleen Boyd,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Neil Craig,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
David French,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Emma McIntosh,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Mark Petticrew,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Jo Rycroft‐Malone,154,153,151,0.001954185213331886,2.8290773989603847e-06,0.002173901804777931,3.2131174635524844e-44,
Martin White,154,153,151,0.001411355987406362,0.0,0.0019426356553334705,3.0985596459263924e-44,
Elizabeth Murphy,154,153,151,0.00021713169037020953,0.0,0.0011705625102650398,1.1406220215448014e-45,
Jon Nicholl,154,153,151,0.00021713169037020953,0.0,0.0011705625102650398,1.1406220215448014e-45,
Yvan Saeys,155,154,152,0.00021713169037020953,0.0,0.00021713169037020953,6.699471125349575e-76,
Iñaki Inza,155,154,152,0.00021713169037020953,0.0,0.00021713169037020953,6.699471125349575e-76,
Pedro Larrañaga,155,154,152,0.00021713169037020953,0.0,0.00021713169037020953,6.699471125349575e-76,
Thomas D. Goddard,156,155,153,0.0006513950711106286,0.0,0.0011486266420584084,1.2282063498712774e-54,
Conrad C. Huang,156,155,153,0.0006513950711106286,0.0,0.0011486266420584084,1.2282063498712774e-54,
Elaine C. Meng,156,155,153,0.0006513950711106286,0.0,0.0011486266420584084,1.2282063498712774e-54,
Eric F. Pettersen,156,155,153,0.0006513950711106286,0.0,0.0011486266420584084,1.2282063498712774e-54,
Gregory S. Couch,156,155,153,0.0006513950711106286,0.0,0.0011486266420584084,1.2282063498712774e-54,
John H. Morris,156,155,153,0.001411355987406362,3.81925448859652e-06,0.0017403433970581948,3.821736880962627e-54,
